"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"6 McIntyre Rd. U:3","Oxford, MA : North Oxford","01537",,2,"1f 0h",180000.00,"12/09/2022",783,,0.00,1996,"CC",,,,17,180000.00,229.89,,,"Well maintained 2 bedroom condo located in small (6 unit) complex, tucked away on country road in No. Oxford. Private wooded setting surrounded by horse farms, yet minutes to major highways and conveniences. This second floor unit is comprised of an eat in kitchen, spacious and bright living room and two well proportioned bedrooms. Improvements include replacement windows, remodeled bathroom, newer carpeting in the living room and main bedroom and upgraded GE appliances in the kit (refrigerator, elec range, microwave and dishwasher). Propane gas heat by HWBB. Ample closet space in unit and add'l storage space in common areas. Unit has 2 deeded parking spaces along with visitor parking. Coin op laundry is located on 1st flr. Water and sewer are private and included in the condo fees.  Condo assoc is self managed.This home is definitely a must see! Subject to seller obtaining a license to sell.","Common storage areas are located in closets under front and rear stairs. Seller is in process of organizing/clearing out items in 2nd bedroom- hence no pics.",,"AN1210","AN1199","BB809411","K9500398","Worcester","AN7119","McIntyre Rd.",6,0,"None",,,,,"Hot Water Baseboard, Gas, Propane",0,2,,2,0,0,,,"Frame","SLD",12/9/2022 12:33:00 PM,"Pending P&S",1886.00,"2022",,,,116700,,,,10/5/2022 10:00:00 PM,,,"Cable Available",,,"10/04/2022","10/19/2022","10/08/2022","10/21/2022"
"30 Thayer Pond Dr U:2","Oxford, MA : North Oxford","01537","1143",1,"1f 0h",185000.00,"11/29/2022",816,,,1983,"CC",,,,18,179999.00,226.72,,,"Spacious garden level, one-bedroom condo. Conveniently located across from swimming pool, picnic area, with access to laundry facility, same-level parking, basket ball court, volleyball area and walking trails. Enjoy a very nice view of Texas Pond from the same level patio, accessible through the glass sliding doors in the living room. This home is in move in ready condition with relatively new heating and cooling systems. Extra storage room located on the third floor. Great access to Mass Pike, Routes 20, 84, 290 & 395. Pets allowed with some restrictions.","",,"AN7441","AN4866","CN230680","TM343910","Worcester","H95120","Thayer Pond Dr",30,0,"Central Air",,,,,"Forced Air, Electric",0,1,,1,0,0,,,,"SLD",12/1/2022 11:34:00 AM,"Inspection",1871.00,"2022",,,,115800,,,,10/13/2022 8:30:00 PM,,,"Intercom",,,"10/13/2022","10/30/2022","10/17/2022","10/30/2022"
"34 Lowell Rd U:8","Pepperell, MA : East Pepperell","01463","1760",2,"1f 1h",240000.00,"11/14/2022",1160,,0.00,1985,"CC",,,,2,250000.00,206.90,,,"End unit townhouse in Berkshire Estates, a desirable in-town condominium complex close to Post Office, Rail Trail, Library, shops, restaurants, schools, and more. The major improvements include new vinyl siding, a new roof, all new windows, a sliding door, and a composite deck. The first floor features a living room, kitchen with dining area, and half bath. The dining area has sliders to the exterior deck overlooking the lawn and a tree line which creates some privacy. There are two good size bedrooms and a full bath on the second floor. Possibility of expansion in unfinished full basement. The sellers offer $5,000 back to the buyer at the closing towards the new carpet.","",,"AC0342","AC0342","G9500060","G9500060","Middlesex","AC0342","Lowell Rd",34,1,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,"Frame","SLD",12/1/2022 2:48:00 PM,,2715.00,"2022",,,,158300,,,,10/19/2022 2:07:00 PM,,,"Cable Available",,,"10/19/2022","10/21/2022","10/21/2022",
"27 Marion Rd U:44D","Salem, MA : South Salem","01970",,2,"1f 1h",450000.00,"12/07/2022",1682,,,1980,"CC",,,,27,449500.00,267.54,,,"Beautifully renovated 2 bedroom, 1.5 bathroom duplex condominium [1,682 sq. ft.] within the highly desired Pickman Park Condominium Complex. This townhome was completely renovated by the Seller & includes substantial interior upgrades, completed Fall 2022. Interior upgrades include contemporary finishes, brand new kitchen cabinetry & stainless steel appliances, new light fixtures, completely updated bathrooms, new w/d machines & brand new hardwood floors. The main living area & 1st floor features direct access to a private, spacious deck, & features abundant sunlight.  The 2nd Fl feat. cathedral ceilings in the bedrooms & spacious layouts. Garage parking w/direct unit access & a 2nd off-street space in the private driveway. If the condo features aren't enough, you will love the common amenities: pool, clubhouse, & tennis courts, not to mention the great Salem location, conveniently located near shops, restaurants, downtown, university, golf & public transit to Boston!  Asking $449,500!","",,"AC1087","C95243","C0001878","CN206190","Essex","AN2383","Marion Rd",27,1,"Central Air",,,,,"Forced Air, Electric",1,2,,1,0,0,,,,"SLD",12/8/2022 7:33:00 AM,"Pending P&S",4017.00,"2022",,,,303200,,,,10/12/2022 11:21:00 AM,,,"Cable Available",,,"10/12/2022","11/08/2022","10/24/2022","11/14/2022"
"17 College Hill Rd U:2","Somerville, MA : Tufts University","02144",,3,"3f 0h",1500000.00,"12/02/2022",2513,,,2022,"CC",,,,40,1549500.00,596.90,,,"Welcome to College Hill!  A new luxurious top floor condo in a fantastic West Somerville neighborhood near Tufts University!  This two-level condo has an open floorplan that is great for entertaining!  3 bedrooms, 3 baths, a laundry room and a walk-in pantry. Sunlight floods the entire home with great top floor views.  A beautiful wet-bar with beverage fridge and lots of cabinet space for storage.  Stunning finishes, exceptional quality construction and great light throughout your new home. Beautiful white oak stairs and flooring.   Professional chef's kitchen includes Bosch appliances and a custom range hood. Enjoy all of what Tufts University and this bustling West Somerville location has to offer. Close to Davis Square, Harvard Square, and the College Avenue Green line stop. This unit is ready for occupancy!","www.17collegehill.com  Please send offer packet to john@encompassprops.com",,"AN3335","AN3335","CN249877","BB803965","Middlesex","AN6033","College Hill Rd",17,0,"Central Air, ENERGY STAR ",,,,,"Forced Air, Gas, ENERGY STAR",0,1,,1,0,0,,,"Conventional (2x4-2x6)","SLD",12/3/2022 8:39:00 AM,"Pending P&S",8727.00,"2021",,,,9999,,,,9/26/2022 8:12:00 AM,,,"Cable Available, Wetbar",,,"09/14/2022","10/24/2022","10/07/2022","10/24/2022"
"26 Faxon Street U:1","Stoughton, MA : West Stoughton","02072",,2,"1f 0h",285000.00,"11/29/2022",940,,,1970,"CC",,,,12,249000.00,303.19,,,"You don't want to miss this newly renovated 2 bedroom SPACIOUS CONDO!  Its move in ready with an open floor plan.  The kitchen has been tastefully updated  including a breakfast bar that looks out to the living room as well as room for a dining table in the large space. The living room is roomy enough for a big comfy sectional ,plenty of natural light streams in. The master bedroom has two double closets . The second bedroom ,also good size has a large closet.The laundry facility is conveniently located right outside your door Everything is close by, commuter rails, easy access to routes 1,24,93 and 95. Schools are minutes away. Plenty of parking. The grounds are well manicured. Low condo fees. Small pets welcome","OFFER DEADLINE IS TUESDAY 10/18 at 1 PM   PLEASE ALLOW 24 HOURS FOR REVIEW   Offers in the form of one PDF to nancy.forristall @gmail.com  ESCROW held by Atty Scott Masse make EMD checks out to him.",,"AC0342","AC0342","CN221793","CN233498","Norfolk","AN7235","Faxon Street",26,0,"None",,,,,"Electric Baseboard, Electric",0,1,,1,0,0,,,"Brick","SLD",11/30/2022 3:06:00 PM,"Pending P&S",2654.32,"2022",,,,184200,,,,10/14/2022 3:54:00 PM,,,"Intercom, Internet Available - Unknown",,,"10/14/2022","10/26/2022","10/18/2022","10/31/2022"
"96 Old Colony Ave U:216","Taunton, MA : East Taunton","02718","1122",2,"2f 0h",275100.00,"11/21/2022",1292,,0.00,1987,"CC",,,,18,275000.00,212.93,,,"Welcome to River Bend! This spacious 2 Bed, 2 Bath Garden Style unit offers an open floor plan, large bedrooms, laundry in-unit, 15ft Cathedral Ceilings, 3 oversized sliders to your private balcony that bring in tons of natural light. The kitchen features NEW VINYL FLOORING, plenty of cabinet & counter space, electric range, fridge and a dishwasher. The living / dining room features the cathedral ceilings, carpet and NEW VINYL FLOORING. Each bedroom includes ceiling fans and access to the balcony. The MAIN BEDROOM features TWO CLOSETS and a PRIVATE BATHROOM. The SECOND BEDROOM includes a WALK-IN CLOSET.  This condo complex offers many amenities such as parking, security intercom, elevators, in-ground saltwater pool, racquetball court, tennis court, full equipped gym, function room and a dog park. Centrally located to Routes 24, 495, 44 &140.","Send all offers to nick@realty-net.com",,"AN4663","AN2701","TM346510","CN249143","Bristol","AC1158","Old Colony Ave",96,0,"Central Air, Individual",,,,,"Forced Air, Electric",0,3,,3,0,0,,,,"SLD",12/1/2022 10:36:00 AM,"Inspection",2346.00,"2022",,,,178000,,,,10/19/2022 5:16:00 PM,,,"Cable Available, Intercom, Internet Available - Unknown, Elevator","10/24/2022",,"10/24/2022","11/10/2022","10/25/2022","11/10/2022"
"750 Whittenton Street U:121","Taunton, MA : Whittenton","02780",,1,"1f 0h",250000.00,"11/16/2022",806,,,1989,"CC",,,,24,244900.00,310.17,,,"Pending-Open House Cxl'd/ONLY Condo Unit Available in Complex ""Mill River""/Spacious, Modern & Open Second Floor ""Mill River"" Condominium w/Dramatic Beamed & Vaulted Ceiling(Livingroom)/Bright 1 Bedroom Condo w/Separate Designated Family Room OR Den(Home Office-BR)/NEW Wood Laminate(Gray) Flooring & Freshly Painted-2022/Compact Kitchen & Pantry(NEW Electric Stove-2022, Refrigerator & Dishwasher-2022)to SPACIOUS Livingroom w/Vaulted Ceiling, Laminate Flooring, FIREPLACE & Private 13'x7' Balcony w/Storage Closet/NEW Wood Laminate Flooring(Living Room, Family Room, Hall & Bedroom-2022/Large Bedroom w/Access to Full Bath(Tub)& Stackable Washer & Dryer(Staying)/CENTRAL AIR/Town Water, Sewer & Municipal Electric(T.M.L.P.)/100 Amp Electric/Basement & Attic Storage/Designated Unit AND Guest Parking~Recently Paved Road, Parking(October 2021)& Walk Way Lighting/LOW Monthly Condo Fee($312.56/Month)AND Low Monthly Taxes($185.29/Month)/Convenient Location-Close to Highways(44, 24, 138, 140 & 495)!","",,"BB8198","BB8198","BB300434","BB300434","Bristol","BB8198","Whittenton Street",750,0,"Central Air",,,,,"Forced Air, Heat Pump, Electric",0,1,,1,0,0,,,"Frame","SLD",11/16/2022 1:29:00 PM,,2223.00,"2022",,,,168700,,,,10/10/2022 12:31:00 PM,,,"Cable Available",,,"08/01/2022","10/11/2022","10/11/2022",
"44 Quail Run U:44","Tewksbury, MA : Pattenville","01876",,2,"1f 1h",420000.00,"12/05/2022",1212,,100.00,1984,"CC",,,,31,430000.00,346.53,,,"WOW. This is the one you have been waiting for. Welcome to 44 Quail Run in the highly desirable Patten Green complex. Newly updated 2-bedroom Townhouse with spacious floor plan and many updates including new furnace, A/C unit and hot water tank. New stainless-steel appliances with updated kitchen and granite counters. Freshly painted and all new carpets. Recessed lights in living room, brand new plank flooring throughout first floor. Master bedroom with plenty of closet space, 2nd bedroom includes a very large walk-in closet. Jack & Jill full bath with double sinks, granite countertop and updated bathroom and updated 1/2 bath on the first floor. 2nd floor laundry and lots of storage throughout. Convenient location near the center of town, and highway access. Nothing to do but move in and enjoy easy condo living! Complex is currently being paved with new driveways and roads use caution when showing, seller has paid the assessment. New garage door is ordered and paid for by the seller","Offer instructions: PDF Only - Please include (1) Pre-approval letter or proof of funds; (2) Agency Disclosure; (3) Deposit check to Proactive Realty. Email offers to Mike.sheehan@proactivere.com.",,"AC1820","K95310","CN209495","CN220426","Middlesex","AC0269","Quail Run",44,1,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,"Frame","SLD",12/5/2022 12:25:00 PM,"Financing",4821.00,"2022",,,,317200,,,,10/12/2022 12:42:00 PM,,,"Cable Available",,,"10/12/2022","11/11/2022","10/29/2022","11/11/2022"
"74 Carrington Ln U:74","Uxbridge, MA : Linwood","01569","3215",3,"2f 2h",397900.00,"11/15/2022",1952,,,2003,"CC",,,,34,399900.00,203.84,,,"VERY SPACIOUS 3 Bed/2 Full and 2 Half Bath townhouse in the Carrington Landing community - a great location with easy access to 146, 495 & Mass Pike. Enter into ground level space that could easily be used as office, exercise, or “hang out” area. This level includes a half bath, and an extra finished room. Continue to the wide open first floor with beautiful hardwood floors, vaulted ceilings with skylights and a gas fireplace. Enjoy your outdoor space on your beautiful back deck overlooking your backyard; sip coffee on your front balcony, or retire to your large first-floor en suite and take a relaxing soak in your jacuzzi tub. Walk up to your second floor and enjoy the large loft leading to your second and third bedrooms. Most appliances new within last two years. Spacious, low maintenance living awaits. Showings start NOW!","Seller has never lived in the property. All measurements are public record, not sure if all the finished area in the basement is counted as sq footage. Buyer and agent must do their due diligence.",,"AN6201","AN6181","CN210786","CN231571","Worcester","BB5569","Carrington Ln",74,2,"Central Air",,,,,"Forced Air, Electric Baseboard, Gas",1,4,,3,0,0,,,"Frame","SLD",11/15/2022 6:27:00 PM,,4368.00,"2022",,,,288100,,,,9/24/2022 9:05:00 AM,,,"Cable Available",,,"09/16/2022","10/19/2022","10/19/2022",
"43 Angleside U:2","Waltham, MA : South Waltham","02453",,2,"2f 0h",437000.00,"11/21/2022",1162,,,1980,"CC",,,,31,437000.00,376.08,,,"Spacious and immaculately maintained one level condo located in the desirable Edgewater Terrace Condominiums! This two bedroom two bath property offers an open concept Living & Dining room, with sliders to a private patio and storage space. It features Hardwood & Bamboo flooring, a renovated kitchen with soft close cabinets, Ceramic tile back splash and Quartz counters, updated bathrooms, Master Bedroom Suite, In-unit Washer/Dryer, great closet space and Central Air. Updates include Roof 2021, Heat Pump 2016, Hot Water Heater 2018, and Carpeting 2020. The interior was freshly painted giving this home a bright and crisp look, ready for the new owners to just move in. Steps to Brandeis University, Commuter Rail, MBTA Bus Line, Convenience Stores, Fast Food Restaurant, Deli/Cafe, and the Charles River, for walks and biking in a serene natural setting. Easy access to Rt. 95 & Mass Pike. Back on the market due to buyer's inability to secure financing. OH Sun 10/23 @ 1-2:30.","Easy to Show. Open House Sunday Oct. 23  1-2:30.",,"G95166","G95166","CN229424","BB902902","Middlesex","AN6239","Angleside",43,0,"Central Air, Individual, Unit Control",,,,,"Central Heat, Forced Air, Heat Pump, Electric",0,2,,2,0,0,,,,"SLD",11/21/2022 2:40:00 PM,"Pending P&S",1752.20,"2022",,,,398800,,,,10/24/2022 5:31:00 PM,,,"Intercom, Internet Available - Fiber-Optic",,,"09/15/2022","11/08/2022","10/24/2022","11/08/2022"
"151 Coolidge Ave U:516","Watertown, MA : East Watertown","02472",,2,"2f 0h",562000.00,"12/07/2022",1290,,,1981,"CC",,,,19,545000.00,435.66,,,"Don't Miss out on this 5th Floor 2 Bedroom, 2 Full Baths unit at the Desirable Charles River Towers features an Open Living Room/Dining Area with Private Balcony. Lots of Natural Sunlight. Generous Primary Bedroom w/ Master Walk-In Closet & Full Bath. , Comes with a second large bedroom with a closet. One indoor Car parking Space, Enjoy the outdoor in-ground pool in summer, and two Laundry rooms on each floor. Security Cameras at all Entrances. Club room, beautiful landscaping. Professionally managed building with brand new elevators, roof, front entrance,  etc. Excellent location, near New Arsenal Yards Mall, Shopping, Restaurants, Parks Athena, Tufts, Greenough Blvd. Right on Charles River  &Bike Path, Cambridge, Harvard and Central Square, Downtown Boston, Storrow/Memorial Drive, Mass Pike, and 70 or 71 Bus. Ready for a new owner. Property sold As-Is. Investor or owner occupied welcome,","Please follow Covid 19 Rules and regulations, , property sold ""As Is"" Please submit your offer to zahra.zoglauer@commonmovesw.com with all supporting documents",,"AN7396","AN7396","cn239191","CN200502","Middlesex","AN4878","Coolidge Ave",151,0,"Wall AC",,,,,"Central Heat",1,1,,0,0,0,,,"Stone/Concrete","SLD",12/7/2022 8:16:00 PM,"Pending P&S",6591.88,"2022",,,,497500,,,,9/29/2022 6:11:00 PM,,,"Internet Available - Unknown",,,"09/29/2022","10/17/2022","10/03/2022","10/17/2022"
