page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,16978,23759-233,,03-12-2021 1:27:53p,WESTFIELD,457 LOOMIS ST,"410,000.00",LOOMIS ST,4
,,16970,23759-174,,03-12-2021 1:22:22p,CHICOPEE,80-82 ORCHARD ST,"265,000.00",ORCHARD ST,3
,,16965,23759-131,,03-12-2021 1:19:57p,AGAWAM,10-12 RANDALL ST,"15,000.00",RANDALL ST,6
,,17035,23759-538,,03-12-2021 2:16:48p,BAST LONGMEADOW,112 DEARBORN ST,"287,000.00",DEARBORN ST,2
,,17023,23759-471,,03-12-2021 1:49:29p,WEST SPRINGFIELD,84-86 YORK ST,"140,000.00",YORK ST,2
,,17018,23759-450,,03-12-2021 1:48:52p,WESTFIELD,19 WATERFORD DR,"540,000.00",WATERFORD DR,4
,,17013,23759-428,,03-12-2021 1:45:38p,BAST LONGMEADOW,297 KIBBE RD,"310,000.00",KIBBE RD,2
,,17008,23759-392,,03-12-2021 1:45:20p,LONGMEADOW,128 LAUREL ST,"355,000.00",LAUREL ST,3
,,17002,23759-373,,03-12-2021 1:44:34p,SPRINGFIELD,50 MACOMBER AVE,"99,000.00",MACOMBER AVE,1
,,17076,23760-135,,03-12-2021 2:38:55p,SPRINGFIELD,1205 BRADLEY RD,"270,000.00",BRADLEY RD,4
,,17071,23760-109,,03-12-2021 2:35:06p,WILBRAHAM,39 IVY CIR,"229,000.00",UNIT 39,1
,,17067,23760-82,,03-12-2021 2:33:05p,SPRINGFIELD,25 PINE ACRE DR,"225,000.00",PINE ACRE DR,2
,,17063,23760-59,,03-12-2021 2:31:48p,WEST SPRINGFIELD,407 KINGS HGY,"252,000.00",KINGS HGY,2
,,17058,23760-40,,03-12-2021 2:27:25p,HOLYOKE,193-195 OAK ST,"265,000.00",OAK ST,1
,,17051,23760-9,,03-12-2021 2:24:44p,SPRINGFIELD,52 PORTULACA DR,"243,300.00",PORTULACA DR,3
,,17040,23759-555,,03-12-2021 2:18:00p,CHICOPEE,27 WORTHINGTON ST,"300,000.00",WORTHINGTON ST,3
,,17112,23760-422,,03-12-2021 3:08:26p,CHICOPEE,27 WORTHINGTON ST,"214,000.00",,3
,,17107,23760-381,,03-12-2021 3:06:33p,SPRINGFIELD,1616 SOUTH BRANCH PKY,"255,000.00",SOUTH BRANCH PKY,4
,,17099,23760-352,,03-12-2021 2:57:18p,WEST SPRINGFIELD,80 BRUSH HILL AVE UNIT 48,"87,000.00",UNIT 48,2
,,17096,23760-331,,03-12-2021 2:55:53p,WESTFIELD,170 CITY VIEW RD,"530,000.00",CITY VIEW RD,4
,,17092,23760-306,,03-12-2021 2:51:57p,CHICOPEE,308 EAST ST,"235,000.00",EAST ST,3
,,17092,23760-306,,03-12-2021 2:51:57p,LUDLOW,45 DUKE ST,"214,000.00",DUKE ST,4
,,17143,23760-567,,03-12-2021 3:28:56p,SPRINGFIELD,72 MARY COBURN RD,"180,000.00",MARY COBURN RD,3
,,17139,23760-546,,03-12-2021 3:24:52p,BRIMFIELD,JANES HILL CROSS RD,"89,900.00",JANES HILL CROSS RD,3
,,17135,23760-528,,03-12-2021 3:21:34p,SPRINGFIELD,40-42 ACORN ST,"185,000.00",ACORN ST,3
,,17131,23760-511,,03-12-2021 3:17:23p,SPRINGFIELD,50 MACOMBER AVE,"121,000.00",MACOMBER AVE,1
,,17125,23760-486,,03-12-2021 3:14:51p,SPRINGFIELD,1599 PLUMTREE RD,"282,000.00",PLUMTREE RD,3
,,17123,23760-482,,03-12-2021 3:11:44p,CHICOPEE,502 IRENE ST,"297,000.00",IRENE ST,2
,,17169,23761-96,,03-12-2021 3:54:03p,SPRINGFIELD,33 CASTLE ST,"155,000.00",,3
,,17160,23761-42,,03-12-2021 3:43:55p,SPRINGFIELD,647 PARKER ST,"214,900.00",PARKER ST,2
,,17149,23761-4,,03-12-2021 3:37:25p,SPRINGFIELD,16 PICKETT PL,"190,000.00",PICKETT PL,2
,,17144,23760-569,,03-12-2021 3:32:28p,SPRINGFIELD,773-775 ARMORY ST,"227,000.00",ARMORY ST,3
,,17144,23760-569,,03-12-2021 3:32:28p,AGAWAM,106 PLANTATION DR,"155,000.00",UNIT 106,3
,,17280,23761-521,,03-15-2021 10:00:40a,BRIMFIELD,45 MARSH HILL RD,"150,000.00",MARSH HILL RD,3
,,17274,23761-483,,03-15-2021 9:51:29a,SPRINGFIELD,89-91 CAMBRIDGE ST,"590,000.00",CAMBRIDGE ST,2
,,17259,23761-441,,03-15-2021 9:36:12a,SPRINGFIELD,133 BRANDON AVE,,BRANDON AVE,3
,,17235,23761-380,,03-15-2021 9:19:03a,WILBRAHAM,309 MAIN ST,10.00,MAIN ST,2
,,17227,23761-310,,03-15-2021 9:12:24a,SPRINGFIELD,42 KEITH ST,"263,000.00",KEITH ST,4
,,17381,23762-441,,03-15-2021 11:44:30a,PALMER,1036 CENTRAL ST,"135,000.00",CENTRAL ST,2
,,17377,23762-416,,03-15-2021 11:44:20a,SPRINGFIELD,28 DRURY ST,1.00,DRURY ST,3
,,17340,23762-168,,03-15-2021 11:09:39a,HAMPDEN,76 ALLEN ST,,ALLE ST,6
,,17316,23762-52,,03-15-2021 10:43:45a,CHICOPEE,114 DALE ST,,DALE ST,4
,,17292,23761-553,,03-15-2021 10:08:15a,CHICOPEE,50 THADDEUS ST,"186,000.00",THADDEUS ST,2
,,17287,23761-535,,03-15-2021 10:05:38a,PALMER,196 BRECKENRIDGE ST,"185,000.00",BRECKENRIDGE ST,2
,,17462,23763-297,,03-15-2021 1:27:50p,PALMER,196 BRECKENRIDGE ST,"280,000.00",,2
,,17459,23763-292,,03-15-2021 1:25:32p,SPRINGFIELD,158 CHESTNUT ST UNIT 2F,"140,000.00",UNIT 2F,2
,,17454,23763-264,,03-15-2021 1:18:31p,LONGMEADOW,146 SILVER BIRCH RD,1.00,SILVER BIRCH RD,3
,,17452,23763-261,,03-15-2021 1:11:21p,CHICOPEE,34 MAPLE ST,,MAPLE ST,3
,,17437,23763-192,,03-15-2021 12:54:03p,HOLYOKE,63-65 BROWN AVE,"295,000.00",BROWN AVE,3
,,17409,23762-598,,03-15-2021 12:21:36p,SPRINGFIELD,86 GRANBY ST,"140,000.00",GRANBY ST,2
,,17490,23763-447,,03-15-2021 1:57:26p,HAMPDE,47 OLD COACH RD,1.00,OLD COACH RD,8
,,17484,23763-424,,03-15-2021 1:55:13p,SPRINGFIELD,115 DUBOIS ST,"195,000.00",DUBOIS ST,2
,,17478,23763-403,,03-15-2021 1:39:56p,SPRINGFIELD,54 BERNARD ST,"155,000.00",BERNARD ST,3
,,17474,23763-363,,03-15-2021 1:36:13p,SPRINGFIELD,80 SUNSET DR,1.00,SUNSET DR,2
,,17466,23763-322,,03-15-2021 1:30:38p,SPRINGFIELD,99 MERRILL RD,"190,000.00",MERRILL RD,2
,,17463,23763-301,,03-15-2021 1:28:38p,SPRINGFIELD,152 PENDLETON AVE,"225,000.00",PENDLETON AVE,0
,,17520,23763-575,,03-15-2021 2:26:51p,SPRINGFIELD,331 WATER ST #333,"270,000.00",WATER ST,5
,,17515,23763-554,,03-15-2021 2:22:40p,SPRINGFIELD,86 GRANBY ST,"270,000.00",GRANBY ST,2
,,17514,23763-552,,03-15-2021 2:19:00p,SPRINGFIELD,59 FOX ST,"200,000.00",FOX ST,3
,,17510,23763-529,,03-15-2021 2:15:25p,SPRINGFIELD,189 HANCOCK ST,"25,000.00",HANCOCK ST,2
,,17505,23763-508,,03-15-2021 2:06:26p,CHICOPEE,32 MONTELLO RD,"210,000.00",MONTELLO RD,5
,,17503,23763-505,,03-15-2021 2:05:48p,CHICOPEE,939 GRANBY RD,"270,000.00",GRANBY RD,0
,,17546,23764-75,,03-15-2021 3:15:44p,WEST SPRINGFIELD,26 SEARS WAY,"3,040,000.00",SEARS WAY,6
,,17544,23764-72,,03-15-2021 3:15:05p,HOLYOKE,33-35 NORTH BRIDGE ST,"160,000.00",NORTH BRIDGE ST,4
,,17542,23764-61,,03-15-2021 3:11:12p,WEST SPRINGFIELD,51 COLONY RD,"95,000.00",UNIT 51,2
,,17536,23764-39,,03-15-2021 3:01:03p,SPRINGFIELD,10 INGRAHAM TERR,"1,685,409.00",INGRAHAM TERR,2
,,17528,23764-1,,03-15-2021 2:41:55p,WILBRAHAM,3V BULKLEY RD,"135,000.00",BULKLEY RD,1
,,17525,23763-595,,03-15-2021 2:29:31p,HOLYOKE,47 CHAPIN ST,"275,000.00",CHAPIN ST,0
,,17585,23764-261,,03-15-2021 3:55:18p,HOLYOKE,41 ARGYLE AVE,"210,000.00",ARGYLE AVE,5
,,17579,23764-231,,03-15-2021 3:52:08p,WEST SPRINGFIELD,134-136 MAPLE ST,"175,000.00",MAPLE ST,3
,,17568,23764-171,,03-15-2021 3:45:57p,LUDLOW,47 NAPOLEON AVE,"220,000.00",NAPOLEON AVE,3
,,17556,23764-119,,03-15-2021 3:33:38p,SPRINGFIELD,108 KATHLEEN ST,"249,000.00",KATHLEEN ST,4
,,17553,23764-113,,03-15-2021 3:21:13p,AGAWAM,8E MANSION WOODS DR,"175,000.00",UNIT 8-E,3
,,17551,23764-96,,03-15-2021 3:19:45p,WEST SPRINGFIELD,20 ALLISON LA,1.00,ALLISON LA,0
,,17685,23764-584,,03-16-2021 9:22:24a,SPRINGFIELD,751 BRADLEV RD,1.00,"BRADLEY, BRADLEV RDS",2
,,17680,23764-578,,03-16-2021 9:22:10a,SPRINGFIELD,30 ELIZABETH ST,,,3
,,17668,23764-547,,03-16-2021 9:15:20a,AGAWAM,16 WHITE BIRCH TERR,1.00,WHITE BIRCH TERR,8
,,17622,23764-351,,03-16-2021 8:42:21a,SOUTHWICK,37 SUMMER DR,"240,000.00",SEE RECORD,3
,,17729,23765-184,,03-16-2021 10:05:48a,MONSON,216 EAST HILL RD,"325,000.00",EAST HILL RD,4
,,17722,23765-162,,03-16-2021 10:01:14a,WESTFIELD,549 RUSSELL RD UNIT 7A,"103,000.00",UNIT 7A,7
,,17707,23765-101,,03-16-2021 9:48:28a,HOLYOKE,246-248 SARGEANT ST,"255,000.00",SARGEANT ST,2
,,17701,23765-60,,03-16-2021 9:39:22a,WESTFIELD,54 GLADWIN DR,"103,000.00",GLADWIN DR,3
,,17691,23765-21,,03-16-2021 9:29:28a,AGAWAM,72 ADAMS ST,"325,000.00",ADAMS ST,5
,,17750,23765-269,,03-16-2021 10:38:34a,BAST LONGMEADOW,PATTERSON AVE,,PATTERSON AVE,4
,,17749,23765-266,,03-16-2021 10:37:26a,AGAWAM,ADAMS ST,"66,739.00",ADAMS ST,4
,,17736,23765-196,,03-16-2021 10:14:59a,AGAWAM,84 ADAMS ST,"110,000.00",ADAMS ST,5
,,17732,23765-190,,03-16-2021 10:10:47a,SPRINGFIELD,104 ENFIELD ST,"110,000.00",ENFIELD ST,2
,,17731,23765-188,,03-16-2021 10:09:32a,WEST SPRINGFIELD,28 HOUSTON RD,"66,739.00",HOUSTON RD,2
,,17730,23765-187,,03-16-2021 10:07:03a,SPRINGFIELD,453-455 CAREW ST,,CAREW ST,0
,,17783,23765-398,,03-16-2021 11:21:46a,SPRINGFIELD,1035 BERKSHIRE AVE,"209,000.00",BERKSHIRE AVE,9
,,17778,23765-390,,03-16-2021 11:11:16a,EAST LONGMEADOW,88 HARWICH RD,"350,000.00",HARWICH RD,4
,,17774,23765-369,,03-16-2021 11:10:20a,BRIMFIELD,1133 DUNHAMTOWN BRIMFIELD RD,,DUNHAMTOWN BRIMFIELD RD,6
,,17762,23765-333,,03-16-2021 10:50:45a,HOLYOKE,1466 NORTHAMPTON ST,"270,000.00",NORTHAMPTON ST,1
,,17815,23765-570,,03-16-2021 11:52:58a,SPRINGFIELD,59 ST JAMES AVE,1.00,ST JAMES AVE,5
,,17814,23765-567,23617-419,03-16-2021 11:52:58a,LONGMEADOW,135 BENEDICT TERR,1.00,BENEDICT TERR,4
,,17808,23765-531,,03-16-2021 11:36:55a,SPRINGFIELD,209 OAK GROVE AVE,"90,000.00",OAK GROVE AVE,4
,,17800,23765-502,,03-16-2021 11:33:50a,CHICOPEE,60 BARRE CIR,1.00,,4
,,17791,23765-451,,03-16-2021 11:28:57a,CHICOPEE,147-149 PENDEXTER AVE,"200,000.00",PENDEXTER AVE,2
,,17850,23766-171,,03-16-2021 12:37:52p,SPRINGFIELD,96-98 CLEVELAND ST,1.00,CLEVELAND ST,6
,,17849,23766-168,,03-16-2021 12:37:52p,AGAWAM,20 VILLA DR UNIT 2,1.00,UNIT 2,2
,,17845,23766-140,,03-16-2021 12:34:44p,AGAWAM,20 VILLA DR UNIT 2,"359,900.00",UNIT 2,3
,,17840,23766-120,,03-16-2021 12:28:08p,WESTFIELD,170 LOCKHOUSE RD,"4,400,000.00",LOCKHOUSE RD,1
,,17838,23766-114,,03-16-2021 12:28:08p,EAST LONGMEADOW,507 PARKER ST,"90,000.00",PARKER ST,2
,,17825,23766-52,,03-16-2021 12:15:11p,EAST LONGMEADOW,507 PARKER ST,1.00,PARKER ST,2
,,17893,23766-393,,03-16-2021 2:11:11p,SOUTHWICK,39 FERNWOOD RD,"235,000.00",FERNWOOD RD,4
,,17890,23766-374,,03-16-2021 2:04:39p,WESTFIELD,1343 SOUTHAMPTON RD,"220,000.00",SOUTHAMPTON RD,3
,,17884,23766-326,,03-16-2021 2:03:41p,BAST LONGMEADOW,BELLA VISTA DR,"189,900.00",BELLA VISTA DR,3
,,17873,23766-284,,03-16-2021 1:21:37p,SPRINGFIELD,140-142 JOHNSON ST,"265,000.00",JOHNSON ST,2
,,17863,23766-228,,03-16-2021 1:11:02p,SPRINGFIELD,70 FERNCLIFF AVE,"227,000.00",FERNCLIFF AVE,2
,,17856,23766-200,,03-16-2021 1:04:11p,AGAWAM,17 COLONIAL AVE,"245,000.00",COLONIAL AVE,3
,,17958,23767-76,,03-16-2021 3:27:59p,PALMER,112 STATE ST,"129,000.00",STATE ST,2
,,17944,23767-2,,03-16-2021 3:06:24p,MONSON,245 MOULTON HILL RD,"320,000.00",MOULTON HILL RD,4
,,17927,23766-557,,03-16-2021 2:47:26p,CHICOPEE,16 LAWRENCE RD,"197,000.00",LAWRENCE RD,4
,,17911,23766-514,,03-16-2021 2:30:20p,WESTFIELD,SOUTH MEADOW RD,"190,000.00",SOUTH MEADOW RD,2
,,17904,23766-478,,03-16-2021 2:21:25p,SPRINGFIELD,54 OAK GROVE AVE,"235,000.00",OAK GROVE AVE,5
,,17900,23766-458,,03-16-2021 2:21:11p,SPRINGFIELD,704-708 SUMNER AVE,"129,000.00",SUMNER AVE,0
,,17963,23767-97,,03-16-2021 3:31:08p,CHICOPEE,34 MYRTLE ST,"240,900.00",MYRTLE ST,5
,,18041,23767-481,,03-17-2021 9:26:51a,SPRINGFIELD,47 QUEEN ST,"165,000.00",QUEEN ST,2
,,18034,23767-448,,03-17-2021 9:13:01a,LUDLOW,537 POOLE ST,1.00,POOLE ST,3
,,18031,23767-434,,03-17-2021 9:11:05a,SOUTHWICK,236 FEEDING HILLS RD,1.00,FEEDING HILLS RD,3
,,18025,23767-399,,03-17-2021 9:09:05a,HOLYOKE,21 JACKSON ST,"280,000.00",JACKSON ST,2
,,18016,23767-325,,03-17-2021 9:00:12a,BAST LONGMEADOW,13 ACORN ST,"128,000.00",ACORN ST,4
,,18015,23767-323,,03-17-2021 8:59:04a,LUDLOW,121 LOOPLEY ST,1.00,AOOPLEY ST,2
,,18130,23768-173,,03-17-2021 11:13:14a,HOLYOKE,10 ORCHARD ST,1.00,PARK LA,5
,,18125,23768-130,,03-17-2021 11:06:27a,SPRINGFIELD,100 REVERE ST,1.00,REVERE ST,3
,,18122,23768-112,,03-17-2021 10:57:09a,SPRINGFIELD,162 GARLAND ST,,GARLAND ST,3
,,18087,23768-9,,03-17-2021 10:23:45a,HOLYOKE,97 ELM ST,"160,000.00",ELM ST,1
,,18042,23767-484,,03-17-2021 9:26:53a,HOLYOKE,39 VALLEY HEIGHTS ST,1.00,VALLEY HEIGHTS ST,3
,,18162,23768-298,,03-17-2021 12:54:43p,SPRINGFIELD,867 ROOSEVELT AVE,"144,900.00",ROOSEVELT AVE,3
,,18159,23768-278,,03-17-2021 12:50:10p,SPRINGFIELD,178-180 HAMPSHIRE ST,"145,000.00",HAMPSHIRE ST,3
,,18153,23768-254,,03-17-2021 12:47:41p,WESTFIELD,117 BERKSHIRE DR,"270,000.00",BERKSHIRE DR,2
,,18152,23768-252,,03-17-2021 12:46:13p,SPRINGFIELD,137 WOLLASTON ST,,WOLLASTON ST,3
,,18151,23768-249,,03-17-2021 12:44:50p,SPRINGFIELD,15 DRIFTWOOD RD,"270,000.00",DRIFTWOOD RD,3
,,18137,23768-201,,03-17-2021 11:26:28a,CHICOPEE,153 PARTRIDGE LA UNIT 6113¢C,"145,000.00",UNIT 6113¢C,2
,,18184,23768-388,,03-17-2021 1:46:31p,RUSSELL,DICKINSON HILL RD,1.00,,5
,,18181,23768-372,,03-17-2021 1:37:18p,RUSSELL,DICKINSON HILL RD,"146,000.00",DICKINSON HILL RD,5
,,18171,23768-345,,03-17-2021 1:17:21p,BAST LONGMEADOW,L ST,1.00,SEE RECORD,1
,,18169,23768-341,,03-17-2021 1:10:33p,WESTFIELD,1 YEOMAN AVE,"260,000.00",YEOMAN AVE,4
,,18163,23768-301,,03-17-2021 12:54:43p,CHICOPEE,81 KEDDY BLVD,"240,000.00",KEDDY BLVD,4
,,18169,23768-341,,03-17-2021 1:10:33p,CHICOPEE,21 CONNELL ST,1.00,CONNELL ST,6
,,18209,23768-500,23745-555,03-17-2021 2:13:58p,CHICOPEE,21 CONNELL ST,"248,000.00",,6
,,18207,23768-486,,03-17-2021 2:12:48p,AGAWAM,15-F MANSION WOODS DR,400.00,UNIT 15-F,4
,,18206,23768-484,,03-17-2021 2:07:31p,CHICOPEE,89 DUNN ST,"138,000.00",DUNN ST,4
,,18198,23768-459,,03-17-2021 1:52:47p,SPRINGFIELD,60=62 HOME ST,"217,000.00",HOME ST,3
,,18188,23768-403,,03-17-2021 1:50:14p,AGAWAM,205 SOUTHWICK ST,1.00,SOUTHWICK ST,3
,,18188,23768-403,,03-17-2021 1:50:14p,CHICOPEE,70 NARRAGANSETT BLVD,"178,400.00",,0
,,18256,23769-125,,03-17-2021 3:41:09p,SPRINGFIELD,33-37 GRANT ST,"240,000.00",GRANT ST,6
,,18252,23769-100,,03-17-2021 3:37:33p,CHICOPEE,61 ABBEY MEMORIAL DR #197,"182,000.00",UNIT 1,6
,,18231,23768-580,,03-17-2021 2:39:43p,TOLLAND,50 HILL DR,1.00,HILL DR,6
,,18219,23768-526,,03-17-2021 2:24:45p,SPRINGFIELD,100-102 ACUSHNET AVE,"170,000.00",ACUSHNET AVE,4
,,18213,23768-505,,03-17-2021 2:23:29p,WESTFIELD,5 CARPENTER AVE,"238,000.00",CARPENTER AVE,0
,,18268,23769-199,,03-17-2021 3:54:57p,SPRINGFIELD,65 PENNCASTLE ST,"100,000.00",PENNCASTLE ST,6
,,18265,23769-183,,03-17-2021 3:54:56p,BAST LONGMEADOW,21 KINGMAN AVE,"275,000.00",KINGMAN AVE,3
,,18262,23769-165,,03-17-2021 3:48:22p,SPRINGFIELD,67-69 CHESTER ST,"231,000.00",CHESTER ST,0
,,18406,23770-156,,03-18-2021 11:01:34a,HOLLAND,20 FOREST PARK DR,"205,000.00",FOREST PARK DR,2
,,18405,23770-153,,03-18-2021 10:59:25a,CHICOPEE,458 MEADOW ST,"235,000.00",MEADOW ST,2
,,18375,23770-74,,03-18-2021 9:56:18a,AGAWAM,14 WRIGHT ST,"975,000.00",WRIGHT ST,3
,,18362,23770-59,,03-18-2021 9:51:23a,CHICOPEE,130 TELEGRAPH AVE,1.00,TELEGRAPH AVE,3
,,18336,23770-22,,03-18-2021 9:28:28a,AGAWAM,325 SILVER ST,"975,000.00",SILVER ST,1
,,18332,23770-3,,03-18-2021 9:26:53a,AGAWAM,11 MEADOW AVE,"140,000.00",MEADOW AVE,4
,,18471,23770-324,,03-18-2021 11:53:58a,AGAWAM,10-12 RANDALL ST,,,6
,,18470,23770-321,,03-18-2021 11:53:58a,WEST SPRINGFIELD,681 PIPER RD,"360,000.00",PIPER RD,4
,,18459,23770-260,,03-18-2021 11:39:05a,HOLYOKE,156 PINE ST UNIT 1,"152,000.00",UNIT 1,4
,,18456,23770-229,,03-18-2021 11:33:46a,LUDLOW,598 ALDEN ST,"260,000.00",ALDEN ST,2
,,18447,23770-202,,03-18-2021 11:28:55a,WESTFIELD,243 WEST RD,"360,000.00",WEST RD,3
,,18447,23770-202,,03-18-2021 11:28:55a,WESTFIELD,WEST RD,"360,000.00",WEST RD,0
,,18500,23770-425,,03-18-2021 12:46:54p,HOLYOKE,45 RIDGEWAY ST,"200,000.00",RIDGEWAY ST,6
,,18495,23770-399,,03-18-2021 12:38:45p,HOLYOKE,67 FAIRMONT ST,1.00,FAIRMONT ST,2
,,18493,23770-396,,03-18-2021 12:28:53p,HOLYOKE,26 SCOTT HOLLOW DR,1.00,SCOTT HOLLOW DR,5
,,18480,23770-352,,03-18-2021 11:58:19a,WEST SPRINGFIELD,77 YORK ST,1.00,YORK ST,3
,,18479,23770-350,,03-18-2021 11:58:01a,SPRINGFIELD,55-57 OAK ST,"253,500.00",OAK ST,4
,,18550,23771-72,,03-18-2021 1:58:28p,SPRINGFIELD,44 CHEYENNE RD,"95,000.00",,3
,,18545,23771-32,,03-18-2021 1:50:19p,BLANDFORD,RUSSELL STAGE RD,"249,900.00",RUSSELL STAGE RD,4
,,18539,23771-7,,03-18-2021 1:47:18p,BLANDFORD,88 MAIN ST,"253,000.00",MAIN ST,4
,,18532,23770-597,,03-18-2021 1:42:01p,CHICOPEE,44 MUNGER RD,"340,000.00",MUNGER RD,2
,,18531,23770-595,,03-18-2021 1:40:52p,SPRINGFIELD,3 SUMNER AVE,"249,900.00",SUMNER AVE,3
,,18531,23770-595,,03-18-2021 1:40:52p,CHICOPEE,113 WHEATLAND AVE,"95,000.00",WHEATLAND AVE,2
,,18588,23771-275,,03-18-2021 3:33:29p,SOUTHWICK,73 NORTH LONGYARD RD,"369,000.00",NORTH LONGYARD RD,6
,,18578,23771-215,,03-18-2021 2:55:25p,PALMER,1282-1290 SOUTH MAIN ST,"1,105,000.00",SOUTH MAIN ST,2
,,18573,23771-196,,03-18-2021 2:53:51p,PALMER,21 MICHAEL DR,"369,000.00",UNIT 21,3
,,18709,23772-271,,03-19-2021 9:57:04a,HOLYOKE,44 LAUREL ST,"245,000.00",AUREL ST,3
,,18704,23772-258,,03-19-2021 9:50:15a,CHICOPEE,33 WOODBRIDGE RD,1.00,UNIT 6231B,3
,,18701,23772-240,,03-19-2021 9:49:26a,CHICOPEE,281 LANGEVIN ST,,LANGEVIN ST,5
,,18620,23771-395,,03-19-2021 8:45:04a,EBKAST LONGMEADOW,8 ST JOSEPH DR,1.00,ST JOSEPH DR,6
,,18602,23771-316,,03-19-2021 8:35:41a,SPRINGFIELD,74-76 CLANTOY ST,"275,000.00",CLANTOY ST,2
,,18747,23772-437,,03-19-2021 11:10:37a,WESTFIELD,56 WESTERN AVE,"203,000.00",,2
,,18744,23772-413,,03-19-2021 11:09:46a,HOLLAND,MAYBROOK RD,"270,000.00",MAYBROOK RD,2
,,18739,23772-393,,03-19-2021 11:01:35a,LONGMEADOW,223 ACADEMY DR,"365,000.00",ACADEMY DR,4
,,18732,23772-370,,03-19-2021 10:51:37a,HOLYOKE,234 EASTHAMPTON RD,"800,000.00",EASTHAMPTON RD,4
,,18729,23772-366,,03-19-2021 10:47:25a,WEST SPRINGFIELD,55 HANOVER ST,,HANOVER ST,3
,,18711,23772-288,23235-3,03-19-2021 10:07:30a,SPRINGFIELD,15 RIMMON AVE,,RIMMON AVE,3
,,18791,23773-57,,03-19-2021 11:57:28a,LONGMEADOW,21 GLENWOOD CIR,"222,000.00",GLENWOOD CIR,3
,,18783,23773-30,,03-19-2021 11:53:36a,CHICOPEE,405 CHICOPEE ST,1.00,,3
,,18769,23772-558,,03-19-2021 11:42:31a,LONGMEADOW,48 STIRLING ST,"290,000.00",STIRLING ST,3
,,18763,23772-525,,03-19-2021 11:40:44a,HAMPDE,110 COLONY DR,"271,250.00",COLONY DR,3
,,18760,23772-516,23705-579,03-19-2021 11:36:19a,AGAWAM,BURLINGTON DR,1.00,BURLINGTON DR,4
,,18752,23772-455,,03-19-2021 11:16:31a,SPRINGFIELD,FLORENCE ST,"222,000.00",FLORENCE ST,0
,,18828,23773-256,,03-19-2021 12:30:20p,WILBRAHAM,992 TINKHAM RD,"280,000.00",TINKHAM RD,4
,,18824,23773-235,,03-19-2021 12:25:57p,WEST SPRINGFIELD,15 OXFORD PL,"230,000.00",OXFORD PL,2
,,18820,23773-215,,03-19-2021 12:22:26p,MONSON,32 FLYNT AVE,"240,000.00",FLYNT AVE,3
,,18812,23773-178,,03-19-2021 12:22:03p,BAST LONGMEADOW,138 HAMPDEN RD,"259,900.00",HAMPDEN RD,3
,,18802,23773-122,,03-19-2021 12:14:37p,SPRINGFIELD,604 ARMORY ST,"75,000.00",ARMORY ST,2
,,18795,23773-78,,03-19-2021 11:59:56a,WESTFIELD,56 WESTERN AVE,"330,000.00",WESTERN AVE,2
,,18853,23773-380,,03-19-2021 12:42:52p,SPRINGFIELD,141 DAYTON ST,"223,200.00",DAYTON ST,2
,,18849,23773-360,,03-19-2021 12:42:19p,LONGMEADOW,45 FRANKLI RD,"265,000.00",FRANKLIN RD,3
,,18847,23773-356,,03-19-2021 12:42:17p,CHICOPEE,70 MARGUERITE ST,"230,000.00",MARGUERITE ST,5
,,18842,23773-328,,03-19-2021 12:36:26p,HAMPDE,83 ALLEN ST,1.00,ALLEN ST,3
,,18836,23773-291,,03-19-2021 12:34:26p,SPRINGFIELD,102 COLLEGE ST,"185,000.00",COLLEGE ST,1
,,18832,23773-273,,03-19-2021 12:30:45p,SPRINGFIELD,47 FOREST ST,"245,000.00",FOREST ST,3
,,18885,23773-532,,03-19-2021 1:04:04p,SPRINGFIELD,46 CAROL ANN ST,1.00,CAROL ANN ST,4
,,18882,23773-517,,03-19-2021 1:02:49p,SPRINGFIELD,242 ROY ST,100.00,ROY ST,3
,,18880,23773-513,,03-19-2021 1:00:15p,BAST LONGMEADOW,16 DAY AVE,"187,500.00",DAY AVE,4
,,18877,23773-495,,03-19-2021 12:54:34p,SPRINGFIELD,385 PARKERVIEW ST,"187,500.00",PARKERVIEW ST,6
,,18865,23773-425,,03-19-2021 12:48:34p,LUDLOW,246 GENEVEVO DR,"482,500.00",GENEVEVO DR,3
,,18861,23773-408,,03-19-2021 12:47:48p,WEST SPRINGFIELD,799-801 UNION ST,"169,000.00",UNION ST,3
,,18926,23774-122,,03-19-2021 2:01:39p,WEST SPRINGFIELD,799-801 UNION ST,"435,000.00",,3
,,18923,23774-116,,03-19-2021 1:58:52p,LUDLOW,340 WESTERLY CIR,"540,000.00",WESTERLY CIR,4
,,18920,23774-99,,03-19-2021 1:58:14p,SPRINGFIELD,730 ALDEN ST,"170,000.00",ALDEN ST,5
,,18903,23774-20,,03-19-2021 1:22:59p,SPRINGFIELD,95 GRANDVIEW ST,"252,500.00",GRANDVIEW ST,4
,,18890,23773-542,,03-19-2021 1:06:20p,WEST SPRINGFIELD,63 BRIDLE PATH RD,"195,000.00",BRIDLE PATH RD,2
,,18890,23773-542,,03-19-2021 1:06:20p,BAST LONGMEADOW,21 SUTTON PL,"435,000.00",SUTTON PL,2
,,18957,23774-272,,03-19-2021 2:39:30p,SPRINGFIELD,59 TERRENCE ST,"142,000.00",TERRENCE ST,2
